loan_id,issue_date,grade,sub_grade,term,int_rate,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,emp_length,home_ownership,purpose,application_type,default_12m,origination_z
7496,2026-12-29,B,B4,60,0.0784,25000,107213,25.98,2,1,19,0,32495,61.4,12,9,MORTGAGE,debt_consolidation,Individual,0,1.1147844605511497
7497,2025-06-07,A,A2,60,0.0518,35000,56717,21.17,0,1,7,0,7236,76.1,23,6,RENT,debt_consolidation,Individual,0,-0.019826101031090282
7498,2019-03-11,G,G3,36,0.1991,25000,36031,11.87,0,0,13,0,28743,53.5,9,0,RENT,other,Individual,0,-0.2330716866497413
7499,2022-11-20,C,C2,60,0.1026,20000,78283,4.49,2,0,12,0,15724,40.3,8,10,RENT,other,Individual,1,-1.1200801846028845
7500,2017-09-17,B,B2,36,0.0722,15000,116588,20.0,1,2,11,0,2058,33.3,43,4,RENT,debt_consolidation,Individual,0,-0.9263837757870595
7501,2026-09-30,C,C2,60,0.0947,20000,70277,9.92,0,2,9,0,2974,39.7,23,7,MORTGAGE,credit_card,Individual,0,0.1022325365530995
7502,2016-02-25,C,C1,36,0.0983,20000,67373,21.44,0,1,5,0,2474,66.1,26,5,MORTGAGE,medical,Individual,0,-0.15705998399462762
7503,2025-03-09,C,C1,36,0.1065,20000,73098,19.42,0,0,16,1,12754,0.0,20,8,RENT,home_improvement,Individual,0,-1.2410275949959866
7504,2021-12-25,C,C4,36,0.0938,10000,23243,36.69,0,0,7,0,53830,43.8,29,7,RENT,debt_consolidation,Individual,0,-0.12032283856609985
7505,2025-05-08,E,E1,36,0.1439,25000,70452,17.3,0,3,10,0,9512,70.8,24,4,RENT,debt_consolidation,Individual,0,-0.8979714381575643
7506,2021-02-28,B,B3,36,0.078,15000,97235,36.01,0,2,9,1,7185,11.1,12,4,MORTGAGE,credit_card,Individual,0,1.3797391395716763
7507,2017-02-19,C,C1,36,0.0979,20000,63387,18.74,1,1,14,0,13686,67.5,25,6,RENT,other,Individual,0,-1.098816712927144
7508,2025-04-08,A,A3,36,0.0524,35000,120580,12.0,1,0,20,0,7418,84.7,16,3,MORTGAGE,debt_consolidation,Individual,0,-0.8429740314437861
7509,2023-08-17,E,E4,60,0.1549,15000,122814,8.5,1,2,8,0,5710,30.1,18,7,RENT,credit_card,Individual,0,-0.15072524015949562
7510,2021-04-29,B,B3,36,0.0773,15000,49266,10.11,0,0,11,0,9704,10.7,16,9,MORTGAGE,small_business,Individual,1,0.1782951632709815
7511,2020-02-04,B,B4,36,0.0718,15000,82878,21.86,1,1,15,0,17095,29.0,7,6,MORTGAGE,debt_consolidation,Individual,0,-0.2648545378765655
7512,2019-09-07,G,G2,36,0.2064,20000,66546,19.16,0,3,16,0,4806,53.3,28,3,MORTGAGE,small_business,Individual,0,-0.01551285866846519
7513,2021-07-28,C,C3,36,0.1037,20000,21299,1.45,1,2,10,0,2945,100.0,8,7,OWN,other,Individual,0,-1.0840362883307137
7514,2018-07-14,A,A2,36,0.0501,35000,58641,27.18,0,1,10,1,20635,25.2,22,8,RENT,other,Individual,0,-0.3338302122351335
7515,2018-11-11,B,B3,60,0.0749,35000,36869,31.29,0,5,16,1,869,26.4,1,4,MORTGAGE,credit_card,Individual,0,-0.10111742911662802
7516,2018-10-12,B,B1,60,0.0769,25000,69971,1.36,0,2,3,0,2129,41.9,30,2,MORTGAGE,home_improvement,Individual,0,-0.24847719824399428
7517,2015-03-02,G,G2,36,0.1984,25000,94622,27.11,0,1,14,0,8073,47.9,22,1,MORTGAGE,debt_consolidation,Individual,0,0.4804590589789452
7518,2027-08-26,B,B4,36,0.0668,15000,57667,33.15,1,1,7,1,19438,44.4,19,2,MORTGAGE,credit_card,Individual,0,0.88949549604
7519,2018-03-16,B,B4,60,0.0788,35000,39621,1.84,0,0,11,1,9791,3.1,21,5,MORTGAGE,credit_card,Joint App,0,-1.0869171475369148
7520,2017-03-21,C,C2,60,0.1035,20000,73926,13.79,0,2,11,0,4509,14.2,24,7,OWN,debt_consolidation,Individual,0,-0.3391072923007621
7521,2017-01-20,B,B2,60,0.0635,15000,249242,10.35,0,1,8,0,17934,65.1,26,0,MORTGAGE,other,Joint App,0,-1.555281203289113
7522,2028-07-21,A,A2,60,0.0526,35000,20000,26.77,2,1,12,1,3647,77.0,29,7,MORTGAGE,small_business,Individual,0,1.6156502537022346
7523,2021-06-28,E,E2,60,0.1588,20000,73879,14.27,0,2,9,0,15553,11.6,32,7,MORTGAGE,other,Individual,0,-1.0279611873440095
7524,2019-06-09,A,A5,36,0.0444,15000,48197,13.91,0,0,15,0,5090,75.3,39,10,MORTGAGE,home_improvement,Individual,0,0.019416890662816377
7525,2020-07-03,F,F4,36,0.1746,25000,51420,21.79,0,1,7,0,2428,0.0,23,3,RENT,small_business,Individual,0,0.37947831750372485
7526,2016-02-25,D,D2,36,0.1241,15000,61363,32.04,0,3,6,0,16290,51.5,15,9,RENT,other,Individual,0,-0.15705998399462762
7527,2019-04-10,A,A3,60,0.0583,15000,53793,17.45,0,1,11,0,38760,36.5,22,5,OWN,credit_card,Individual,0,0.16586257636631224
7528,2018-05-15,D,D3,60,0.1306,15000,90502,13.76,0,2,10,0,5360,53.7,1,4,MORTGAGE,small_business,Joint App,0,-0.6871464416309019
7529,2026-01-03,D,D3,60,0.1206,20000,56906,15.44,1,2,17,0,21609,10.8,10,2,OWN,small_business,Individual,0,1.1131257793729337
7530,2015-09-28,C,C2,36,0.1017,15000,20000,23.92,0,0,10,0,1101,65.0,23,4,RENT,medical,Individual,1,-0.6571305960492191
7531,2020-10-31,C,C5,36,0.1115,10000,131394,6.02,0,0,10,0,2033,36.9,17,1,MORTGAGE,other,Individual,0,0.7011391467379748
7532,2025-10-05,A,A2,60,0.0469,20000,120963,17.85,1,0,6,0,2976,25.4,27,4,MORTGAGE,other,Individual,0,-0.044409929329181974
7533,2026-06-02,A,A3,36,0.0499,15000,46556,9.56,0,0,11,1,6696,33.2,20,3,RENT,small_business,Individual,0,1.1963120653821235
7534,2021-12-25,D,D1,36,0.1276,20000,66803,7.17,1,1,6,0,12705,63.1,23,0,MORTGAGE,credit_card,Individual,0,-0.12032283856609985
7535,2018-01-15,A,A3,36,0.0469,20000,126984,0.5,2,0,10,0,2313,43.0,18,6,RENT,small_business,Individual,1,-2.0065211474048192
7536,2019-08-08,B,B5,60,0.0838,10000,114735,13.37,0,2,7,0,3074,52.8,25,6,MORTGAGE,home_improvement,Individual,0,-0.6837847269768917
7537,2018-01-15,C,C5,60,0.0976,15000,137131,27.71,0,1,13,0,17593,61.9,16,3,RENT,home_improvement,Individual,0,-2.0065211474048192
7538,2024-01-14,A,A3,36,0.0431,15000,79865,0.15,0,2,10,0,3331,26.6,9,6,RENT,debt_consolidation,Individual,0,0.8684701046387879
7539,2018-12-11,D,D1,36,0.1224,20000,99248,22.88,0,2,15,0,30882,28.9,31,6,MORTGAGE,debt_consolidation,Joint App,0,0.17831549917173733
7540,2023-08-17,E,E4,60,0.1533,25000,141063,12.16,1,2,6,0,3733,100.0,26,1,MORTGAGE,other,Joint App,0,-0.15072524015949562
7541,2023-12-15,E,E4,36,0.146,15000,53816,8.43,0,0,11,0,24680,11.1,26,6,MORTGAGE,debt_consolidation,Individual,0,-0.15257726018505652
7542,2027-10-25,A,A5,36,0.0515,15000,82824,21.09,0,0,11,1,17426,0.0,38,5,MORTGAGE,debt_consolidation,Joint App,0,1.4018788803237672
7543,2020-01-05,B,B3,60,0.0778,10000,20000,29.8,1,1,10,0,8384,24.9,11,4,RENT,debt_consolidation,Individual,0,0.4386741688129359
7544,2028-02-22,E,E1,60,0.144,20000,27261,31.48,0,0,15,0,9618,36.7,30,0,RENT,debt_consolidation,Individual,0,2.816312336426735
7545,2020-06-03,B,B5,36,0.0722,20000,85573,20.55,0,0,10,0,8780,62.9,23,10,RENT,home_improvement,Individual,0,0.26046762334177886
7546,2024-04-13,D,D4,60,0.1267,25000,93069,17.37,0,0,6,0,23961,27.9,7,3,RENT,small_business,Individual,0,-0.7945806660950429
7547,2024-01-14,C,C5,36,0.1035,25000,52529,21.52,0,1,12,0,873,63.8,24,3,RENT,debt_consolidation,Individual,0,0.8684701046387879
7548,2026-03-04,B,B1,36,0.0723,10000,46565,40.29,0,1,18,0,5510,32.4,27,5,MORTGAGE,other,Individual,0,0.6174271895642681
7549,2021-05-29,B,B3,36,0.0758,20000,53454,15.37,1,2,8,0,9348,57.3,12,3,RENT,other,Individual,1,0.6214170320520574
7550,2025-11-04,C,C3,36,0.0986,35000,72234,28.21,0,1,10,0,25856,72.1,16,2,RENT,debt_consolidation,Joint App,0,1.2003611313641296
7551,2019-11-06,A,A2,36,0.0536,15000,20000,12.67,0,1,11,0,4367,28.8,18,8,MORTGAGE,home_improvement,Individual,0,-0.44911759296945697
7552,2021-09-26,E,E5,60,0.1526,20000,83971,10.52,1,2,14,0,959,65.7,13,0,RENT,debt_consolidation,Individual,0,0.3617257774242203
7553,2021-10-26,C,C1,36,0.0981,20000,66168,33.92,0,1,13,0,624,15.5,29,2,MORTGAGE,debt_consolidation,Individual,1,0.48615095125120006
7554,2024-08-11,A,A1,36,0.0524,15000,74475,18.02,0,0,11,0,8316,46.1,36,2,RENT,home_improvement,Individual,0,-0.11140897324744892
7555,2023-06-18,D,D2,60,0.1229,25000,60723,20.02,1,0,9,0,2080,49.2,17,6,RENT,debt_consolidation,Individual,0,-0.5140983522069653
7556,2016-01-26,B,B5,36,0.0773,10000,30377,22.92,0,2,9,0,6124,47.8,20,9,MORTGAGE,other,Individual,0,0.048900346546989326
7557,2026-02-02,B,B1,36,0.0774,15000,35530,9.97,0,1,12,0,2158,50.6,24,1,OWN,other,Joint App,0,1.498582811848105
7558,2025-05-08,G,G3,36,0.2119,20000,150250,14.06,0,1,8,0,5402,49.5,31,4,RENT,other,Individual,1,-0.8979714381575643
7559,2016-05-25,D,D1,36,0.1233,35000,45647,12.22,0,0,5,0,54633,0.0,8,0,MORTGAGE,credit_card,Individual,1,-0.6887349229081888
7560,2028-02-22,C,C2,36,0.0993,10000,101360,20.99,0,0,10,0,27567,48.9,23,2,OWN,debt_consolidation,Individual,0,2.816312336426735
7561,2024-01-14,E,E3,36,0.1468,20000,35840,21.3,0,1,8,0,7614,2.8,15,4,OWN,debt_consolidation,Joint App,1,0.8684701046387879
7562,2016-02-25,C,C1,36,0.0948,10000,64466,12.6,3,0,9,0,5871,29.5,21,5,RENT,credit_card,Individual,0,-0.15705998399462762
7563,2021-09-26,C,C2,36,0.0977,20000,51009,36.25,0,0,13,0,3171,64.5,20,0,MORTGAGE,small_business,Individual,0,0.3617257774242203
7564,2026-06-02,B,B3,36,0.0783,20000,55493,17.75,1,2,11,0,13528,57.0,28,0,RENT,debt_consolidation,Individual,0,1.1963120653821235
7565,2018-10-12,A,A1,36,0.0537,20000,53913,18.93,0,4,10,0,5407,81.0,24,6,RENT,debt_consolidation,Individual,0,-0.24847719824399428
7566,2027-09-25,B,B3,60,0.0765,35000,143817,30.09,0,0,6,0,29755,54.1,17,7,MORTGAGE,other,Individual,0,0.5812874259936587
7567,2020-09-01,C,C4,36,0.0985,25000,187636,10.13,2,1,9,0,8682,24.7,19,3,MORTGAGE,small_business,Individual,0,0.8193905637940778
7568,2018-01-15,D,D2,36,0.1225,15000,74075,13.31,1,0,4,0,9051,11.6,25,3,OWN,debt_consolidation,Individual,0,-2.0065211474048192
7569,2019-11-06,C,C1,36,0.0954,35000,51800,20.57,0,0,7,0,1451,74.0,13,2,RENT,debt_consolidation,Individual,1,-0.44911759296945697
7570,2022-02-23,C,C3,60,0.0972,15000,31290,4.72,0,0,7,0,4360,17.1,29,8,MORTGAGE,credit_card,Individual,0,0.8825109315789375
7571,2024-05-13,E,E4,60,0.1435,25000,30127,15.86,0,1,11,0,49948,14.7,7,7,RENT,small_business,Individual,1,-0.6161909720070077
7572,2027-08-26,G,G1,36,0.2068,25000,144247,36.46,0,2,11,0,1655,45.6,42,9,RENT,other,Individual,1,0.88949549604
7573,2017-08-18,B,B2,36,0.0842,25000,28981,34.46,0,3,9,0,6001,73.9,35,8,MORTGAGE,credit_card,Individual,0,-0.35223126085135503
7574,2028-02-22,F,F5,36,0.1653,20000,51019,26.07,0,1,6,0,6135,45.7,22,4,MORTGAGE,debt_consolidation,Individual,0,2.816312336426735
7575,2022-03-25,E,E2,36,0.1514,25000,70796,28.64,0,0,4,0,9933,36.1,26,4,OWN,credit_card,Individual,1,0.15046345682195328
7576,2016-09-22,A,A2,60,0.0514,20000,20000,22.44,0,2,16,1,11322,25.2,18,5,MORTGAGE,home_improvement,Individual,0,0.4459980552593449
7577,2027-08-26,B,B4,36,0.076,20000,32673,14.12,0,1,7,0,4444,53.5,20,4,MORTGAGE,credit_card,Individual,0,0.88949549604
7578,2019-10-07,B,B3,36,0.072,35000,31132,32.79,1,1,9,0,18197,0.0,25,6,MORTGAGE,credit_card,Individual,0,-0.7215593593260395
7579,2023-06-18,D,D2,60,0.1301,15000,45071,9.46,0,0,9,0,4091,8.4,20,6,MORTGAGE,credit_card,Individual,1,-0.5140983522069653
7580,2024-07-12,C,C4,60,0.1021,15000,74938,26.72,0,0,14,0,13546,23.9,17,8,RENT,debt_consolidation,Individual,0,-0.775574809435447
7581,2015-03-02,C,C1,60,0.1052,20000,114395,13.42,0,0,12,0,1611,24.6,29,2,MORTGAGE,other,Individual,0,0.4804590589789452
7582,2018-01-15,D,D4,36,0.1213,15000,45124,13.96,0,1,8,0,3513,29.2,19,6,RENT,debt_consolidation,Individual,1,-2.0065211474048192
7583,2024-05-13,B,B2,36,0.0681,25000,50424,22.85,0,2,13,0,1661,68.0,22,3,MORTGAGE,credit_card,Individual,0,-0.6161909720070077
7584,2019-06-09,B,B5,36,0.0772,20000,60862,36.31,0,0,5,0,9897,76.5,20,7,RENT,credit_card,Individual,0,0.019416890662816377
7585,2015-01-31,E,E4,60,0.1452,20000,41735,30.86,0,3,10,0,10314,20.9,22,0,RENT,credit_card,Individual,1,0.13432622866946803
7586,2015-04-01,G,G5,36,0.2053,25000,81792,21.05,0,0,1,0,5044,37.2,22,6,MORTGAGE,debt_consolidation,Individual,0,0.06232608743951784
7587,2026-05-03,D,D1,36,0.1144,35000,83193,18.57,1,2,12,0,9849,24.7,11,1,MORTGAGE,credit_card,Individual,0,1.4025270543896295
7588,2017-01-20,B,B1,36,0.0727,25000,20000,25.03,0,1,9,0,2303,29.1,1,4,MORTGAGE,small_business,Joint App,0,-1.555281203289113
7589,2016-04-25,A,A5,60,0.0469,10000,92394,30.29,1,0,10,0,25950,57.3,18,5,MORTGAGE,credit_card,Individual,0,-0.43730334634110984
7590,2022-08-22,B,B2,36,0.0733,20000,69710,2.15,0,1,15,0,18471,72.2,28,2,MORTGAGE,small_business,Individual,1,-1.2187017380828626
7591,2016-07-24,B,B5,36,0.0763,25000,74941,16.86,0,1,7,0,2945,75.1,28,3,RENT,home_improvement,Individual,0,-0.3808593576850513
7592,2023-12-15,B,B4,36,0.077,35000,124357,8.53,0,1,8,0,2278,45.1,22,5,MORTGAGE,home_improvement,Individual,0,-0.15257726018505652
7593,2022-05-24,F,F3,36,0.1782,20000,24335,16.03,0,0,5,0,4615,0.0,12,4,MORTGAGE,debt_consolidation,Individual,1,-0.8952212737132944
7594,2023-11-15,D,D1,36,0.1288,20000,32585,6.68,0,2,11,0,9495,10.0,7,5,RENT,debt_consolidation,Individual,1,-0.07840996113181573
7595,2021-09-26,B,B1,36,0.0741,20000,62536,1.75,0,4,10,0,8501,1.0,26,7,RENT,medical,Joint App,0,0.3617257774242203
7596,2025-08-06,B,B4,36,0.0855,20000,20000,6.13,0,1,13,1,2616,69.5,33,4,RENT,credit_card,Individual,0,-0.48320572221742286
7597,2023-10-16,B,B1,36,0.0819,20000,57857,13.02,0,0,10,1,4939,28.2,22,7,MORTGAGE,home_improvement,Individual,0,0.2800633672575088
7598,2020-09-01,C,C1,36,0.0984,10000,103515,23.28,0,3,12,0,10518,47.3,36,2,RENT,debt_consolidation,Individual,0,0.8193905637940778
7599,2015-03-02,D,D2,36,0.1243,10000,80845,10.67,0,0,13,0,5050,81.9,28,10,MORTGAGE,small_business,Individual,0,0.4804590589789452
7600,2018-09-12,A,A5,36,0.0483,20000,67886,10.21,0,0,12,0,8381,17.1,19,1,MORTGAGE,small_business,Individual,0,-1.274001019206577
7601,2016-09-22,E,E4,36,0.1518,20000,57190,21.56,1,1,10,0,20405,36.4,11,2,RENT,credit_card,Individual,0,0.4459980552593449
7602,2015-03-02,A,A4,36,0.0451,15000,51370,20.58,1,2,13,1,4059,45.9,16,8,RENT,debt_consolidation,Individual,0,0.4804590589789452
7603,2018-09-12,B,B4,36,0.0711,35000,49768,33.32,0,0,13,0,18627,7.7,1,7,MORTGAGE,other,Individual,0,-1.274001019206577
7604,2017-10-17,G,G3,36,0.1892,15000,73713,26.41,0,3,15,0,7302,64.4,25,6,MORTGAGE,debt_consolidation,Joint App,0,0.3111368903557642
7605,2015-12-27,B,B2,36,0.073,25000,27699,8.77,0,2,20,0,6736,74.1,24,4,MORTGAGE,other,Individual,0,0.44328156049155576
7606,2019-04-10,A,A3,36,0.0553,25000,145343,11.96,1,0,7,0,1979,61.1,29,2,RENT,debt_consolidation,Individual,0,0.16586257636631224
7607,2021-11-25,C,C3,36,0.0992,25000,43323,24.72,0,0,13,1,16760,61.5,20,0,MORTGAGE,debt_consolidation,Individual,0,-0.13446258183354565
7608,2017-05-20,B,B5,36,0.0745,25000,88332,10.02,0,1,10,0,55047,46.6,16,6,MORTGAGE,debt_consolidation,Individual,0,-0.1810767626777644
7609,2018-09-12,A,A5,60,0.0514,25000,67937,15.08,0,4,11,0,2752,53.2,22,7,RENT,home_improvement,Individual,0,-1.274001019206577
7610,2015-04-01,A,A4,36,0.045,20000,34462,2.61,0,2,14,0,3067,74.4,18,6,MORTGAGE,debt_consolidation,Joint App,0,0.06232608743951784
7611,2015-08-29,A,A5,36,0.0501,20000,132337,6.24,0,0,11,0,37000,71.5,28,4,RENT,debt_consolidation,Individual,0,-0.2826917674639145
7612,2017-02-19,C,C5,60,0.1045,35000,117824,29.33,0,0,6,0,15020,54.6,33,10,RENT,debt_consolidation,Individual,0,-1.098816712927144
7613,2021-02-28,B,B4,36,0.0765,20000,27399,19.5,0,3,8,0,4012,22.9,16,6,RENT,home_improvement,Individual,0,1.3797391395716763
7614,2024-02-13,D,D5,60,0.1299,25000,62422,12.34,0,0,13,0,42724,0.0,35,5,MORTGAGE,home_improvement,Individual,0,0.7975492106021627
7615,2025-10-05,E,E1,36,0.1563,15000,72852,13.6,0,1,7,0,5049,78.0,32,6,MORTGAGE,credit_card,Individual,0,-0.044409929329181974
7616,2023-08-17,A,A1,60,0.0533,20000,20804,33.44,0,0,6,0,8221,86.5,18,10,RENT,debt_consolidation,Individual,0,-0.15072524015949562
7617,2023-06-18,B,B3,36,0.0714,15000,20248,12.09,0,1,9,0,11209,29.7,23,2,MORTGAGE,home_improvement,Joint App,0,-0.5140983522069653
7618,2027-10-25,A,A1,36,0.0483,25000,41094,22.26,2,1,5,1,17115,73.1,18,2,RENT,home_improvement,Individual,0,1.4018788803237672
7619,2018-06-14,B,B2,60,0.0847,20000,31567,25.84,0,0,7,0,12434,0.0,19,5,RENT,medical,Individual,0,-0.9966884154244455
7620,2025-12-04,B,B1,36,0.0766,15000,36614,31.0,0,3,18,0,63013,62.4,13,4,MORTGAGE,debt_consolidation,Individual,0,1.0705250345671091
7621,2027-10-25,D,D5,36,0.1259,20000,31570,10.34,1,1,8,0,31573,54.7,13,7,MORTGAGE,credit_card,Individual,0,1.4018788803237672
7622,2022-09-21,B,B4,60,0.0707,25000,60768,5.41,0,7,12,0,38467,28.4,23,5,MORTGAGE,home_improvement,Individual,0,-1.5650134065906065
7623,2026-07-02,C,C1,60,0.0995,35000,39790,8.07,0,0,7,0,4127,94.0,13,7,MORTGAGE,medical,Individual,0,1.4657484609573224
7624,2016-10-22,D,D4,36,0.1286,10000,119949,24.58,1,1,13,0,11057,38.3,13,8,MORTGAGE,debt_consolidation,Individual,1,-0.042347293196154545
7625,2026-12-29,E,E4,60,0.1501,15000,71774,35.93,0,2,9,1,43117,68.1,31,4,RENT,other,Individual,0,1.1147844605511497
7626,2022-09-21,B,B2,36,0.0724,25000,100610,24.89,0,0,14,1,5379,91.5,30,10,MORTGAGE,home_improvement,Individual,0,-1.5650134065906065
7627,2017-12-16,B,B5,60,0.0736,20000,25683,12.06,0,0,9,0,5421,41.9,23,4,RENT,other,Individual,0,-1.2630492174424421
7628,2015-10-28,G,G5,60,0.206,20000,46010,28.69,0,0,9,0,20120,67.0,18,6,RENT,credit_card,Individual,0,0.14886943926790308
7629,2024-11-09,B,B5,36,0.0783,25000,70056,13.78,1,2,10,0,12777,43.8,34,4,RENT,home_improvement,Individual,0,-0.6415751161587422
7630,2020-10-31,D,D1,36,0.1277,35000,83389,10.51,0,0,11,0,7850,53.0,11,1,RENT,home_improvement,Joint App,0,0.7011391467379748
7631,2019-03-11,D,D3,60,0.1272,15000,45520,15.02,0,0,11,0,10512,20.6,23,4,RENT,other,Individual,1,-0.2330716866497413
7632,2020-05-04,C,C4,60,0.0941,20000,49341,12.77,0,1,8,0,1294,48.2,8,10,RENT,credit_card,Joint App,0,-0.2714797571424855
7633,2028-07-21,B,B3,36,0.0764,10000,52407,11.68,0,0,7,0,5723,49.2,15,0,RENT,medical,Individual,0,1.6156502537022346
7634,2020-10-31,A,A3,36,0.0553,35000,55177,29.0,1,2,5,0,3421,47.8,16,8,MORTGAGE,other,Individual,0,0.7011391467379748
7635,2016-01-26,C,C2,36,0.0987,25000,213726,13.36,0,1,8,1,39782,73.9,27,0,MORTGAGE,debt_consolidation,Individual,0,0.048900346546989326
7636,2018-10-12,C,C3,36,0.1049,20000,77220,3.71,0,1,4,0,6694,51.9,16,5,RENT,medical,Individual,0,-0.24847719824399428
7637,2016-12-21,D,D4,36,0.1277,35000,66441,23.27,0,1,5,0,8705,19.2,19,8,MORTGAGE,medical,Individual,0,-0.5155669025174471
7638,2024-05-13,D,D1,36,0.1291,15000,32522,9.41,1,2,10,0,24069,58.4,17,0,OWN,small_business,Individual,1,-0.6161909720070077
7639,2025-12-04,F,F4,36,0.1753,25000,32948,9.7,1,1,13,0,37773,30.2,20,2,MORTGAGE,credit_card,Individual,0,1.0705250345671091
7640,2026-07-02,G,G4,36,0.2044,25000,57807,24.31,0,2,9,0,10446,49.5,23,8,MORTGAGE,debt_consolidation,Individual,0,1.4657484609573224
7641,2023-08-17,D,D1,60,0.1177,25000,121036,11.47,0,2,18,0,3414,48.2,19,3,OWN,other,Individual,1,-0.15072524015949562
7642,2025-07-07,A,A4,36,0.0502,25000,58256,13.92,0,0,12,0,4621,62.7,27,4,RENT,credit_card,Individual,0,-1.074416383347664
7643,2020-09-01,B,B3,36,0.0786,15000,59645,18.38,1,1,11,0,10735,49.9,36,4,OWN,debt_consolidation,Individual,0,0.8193905637940778
7644,2023-07-18,C,C2,36,0.1015,10000,43165,15.42,1,1,6,0,11051,60.0,33,1,RENT,debt_consolidation,Individual,0,0.13155948665863537
7645,2016-05-25,C,C3,60,0.1055,15000,24939,14.14,0,1,13,0,3561,48.6,39,5,RENT,debt_consolidation,Individual,0,-0.6887349229081888
7646,2022-04-24,B,B3,60,0.0742,35000,82655,0.0,0,1,13,0,1018,100.0,17,9,MORTGAGE,other,Individual,0,-1.3985992399883989
7647,2022-08-22,C,C2,60,0.0973,20000,56514,16.44,0,2,7,0,1580,36.6,27,5,RENT,credit_card,Individual,0,-1.2187017380828626
7648,2015-05-31,B,B4,36,0.0668,20000,83071,32.52,0,0,11,0,2443,31.6,22,8,RENT,credit_card,Individual,0,-1.4554384943306125
7649,2022-06-23,B,B4,36,0.0736,10000,70769,23.67,1,0,17,0,6424,60.5,39,4,MORTGAGE,debt_consolidation,Individual,0,0.13633167627753218
7650,2024-11-09,E,E2,36,0.1526,20000,38249,14.62,0,2,12,0,5820,34.3,27,5,MORTGAGE,credit_card,Individual,0,-0.6415751161587422
7651,2020-01-05,B,B3,60,0.0788,20000,73579,22.23,0,1,14,0,1516,65.0,27,7,MORTGAGE,credit_card,Individual,0,0.4386741688129359
7652,2022-06-23,C,C4,60,0.093,20000,31954,23.65,0,0,9,0,6266,14.7,24,5,RENT,other,Individual,0,0.13633167627753218
7653,2018-11-11,C,C3,36,0.1059,20000,73261,10.42,0,1,3,0,42351,49.2,19,1,MORTGAGE,other,Individual,0,-0.10111742911662802
7654,2018-09-12,C,C3,36,0.0951,10000,62791,29.31,0,1,12,1,11422,56.9,42,2,MORTGAGE,other,Individual,0,-1.274001019206577
7655,2016-09-22,B,B5,60,0.0744,10000,151671,19.47,0,1,10,0,59219,17.6,11,5,OWN,debt_consolidation,Individual,0,0.4459980552593449
7656,2019-06-09,C,C5,36,0.0972,35000,40350,15.19,0,0,11,0,8038,55.1,20,7,MORTGAGE,other,Individual,0,0.019416890662816377
7657,2026-01-03,B,B2,60,0.0771,20000,31330,32.31,2,2,11,0,7796,0.0,30,4,RENT,small_business,Individual,0,1.1131257793729337
7658,2027-10-25,C,C4,36,0.1005,20000,51787,0.0,1,1,7,1,10614,46.2,15,7,MORTGAGE,debt_consolidation,Joint App,0,1.4018788803237672
7659,2023-09-16,A,A5,60,0.0534,35000,90865,7.42,0,2,11,0,49412,75.0,19,10,RENT,debt_consolidation,Individual,1,-0.5285882803870269
7660,2023-07-18,G,G1,36,0.2092,20000,20000,23.77,0,2,8,0,38560,23.9,30,8,MORTGAGE,debt_consolidation,Individual,0,0.13155948665863537
7661,2023-05-19,D,D3,60,0.127,20000,105207,24.07,1,1,6,0,17075,43.6,20,3,MORTGAGE,debt_consolidation,Individual,0,-1.3658245835329421
7662,2021-06-28,B,B4,36,0.0721,20000,57953,32.82,1,0,14,0,12267,24.3,11,4,RENT,home_improvement,Individual,0,-1.0279611873440095
7663,2020-10-01,B,B1,36,0.0773,15000,34686,0.0,0,4,7,0,3392,62.7,38,9,MORTGAGE,other,Individual,0,1.8083473995264803
7664,2023-06-18,B,B2,36,0.0847,20000,53094,25.73,0,4,10,0,2091,65.6,22,5,RENT,debt_consolidation,Individual,0,-0.5140983522069653
7665,2025-09-05,D,D4,60,0.1283,35000,43241,6.79,1,1,7,0,5116,58.8,18,5,MORTGAGE,credit_card,Individual,1,-0.5620585017578206
7666,2020-09-01,C,C5,36,0.1047,20000,33134,21.77,0,1,16,0,36990,64.1,33,4,RENT,home_improvement,Individual,1,0.8193905637940778
7667,2022-09-21,D,D5,36,0.117,15000,22379,17.41,0,1,12,0,47734,28.5,13,2,RENT,medical,Individual,0,-1.5650134065906065
7668,2021-05-29,E,E4,36,0.1519,25000,97139,25.65,0,1,7,0,1600,42.8,9,2,MORTGAGE,debt_consolidation,Individual,0,0.6214170320520574
7669,2018-11-11,C,C1,36,0.0987,10000,47783,15.88,0,0,11,0,30845,16.3,20,3,MORTGAGE,credit_card,Individual,0,-0.10111742911662802
7670,2018-12-11,D,D1,36,0.1216,20000,52408,27.1,0,0,11,0,49724,22.5,23,3,MORTGAGE,credit_card,Individual,0,0.17831549917173733
7671,2016-01-26,C,C5,36,0.0999,25000,103442,10.55,0,3,11,0,27883,40.5,8,6,RENT,debt_consolidation,Individual,0,0.048900346546989326
7672,2020-12-30,C,C4,36,0.1005,20000,67028,17.27,1,1,8,0,5084,75.0,17,4,RENT,home_improvement,Individual,0,0.8640024985787829
7673,2024-09-10,C,C1,36,0.0969,15000,27569,19.74,0,2,8,0,18186,23.7,23,5,MORTGAGE,home_improvement,Individual,0,-0.7994046875533118
